String ID,enu,Comment
admin-flocs-manage.get.flocs.help-link,"See <a href=""http://docs.alfresco.com/{0}/concepts/solr-shard-overview.html"" target=""_blank"">Solr sharding</a> for more details.", 
admin-flocs-manage.get.flocs.manage.index.servers,Existing Index Servers, 
admin-flocs-manage.get.flocs.label.add.indexServer,Add to Target Index Servers, 
admin-flocs-manage.get.flocs.manage.index.coreNames,Existing Core Names, 
admin-flocs-manage.get.flocs.manage.create.indexServer.add,New Index Server, 
admin-flocs-manage.get.flocs.manage.create.indexServer.add.description,Enter the index server address. e.g. http://127.0.0.1:8983/solr, 
admin-flocs-manage.get.flocs.manage.create.indexServer.add.label,Add, 
admin-flocs-manage.get.flocs.label.indexServer,Index Servers, 
admin-flocs-manage.get.flocs.manage.create.common,New Shard Group, 
admin-flocs-manage.get.flocs.manage.create.common.text,Enter properties for the new shard group., 
admin-flocs-manage.get.flocs.manage.hosts,Target Index Servers, 
admin-flocs-manage.get.flocs.manage.hosts.text,The index servers that will be used for sharding., 
admin-flocs-manage.get.flocs.manage.create.template,Template, 
admin-flocs-manage.get.flocs.manage.create.template.description,The template used for the shard group., 
admin-flocs-manage.get.flocs.manage.create.store,Store, 
admin-flocs-manage.get.flocs.manage.create.store.description,The stores that are queryable for all shards., 
admin-flocs-manage.get.flocs.manage.create.core,Core, 
admin-flocs-manage.get.flocs.manage.create.core.description,The name of the SOLR core., 
admin-flocs-manage.get.flocs.manage.create.shards,Shards, 
admin-flocs-manage.get.flocs.manage.create.shards.description,The total number of shards., 
admin-flocs-manage.get.flocs.manage.create.replicas,Instances, 
admin-flocs-manage.get.flocs.manage.create.replicas.description,The total number of instances., 
admin-flocs-manage.get.flocs.manage.create.properties,Properties, 
admin-flocs-manage.get.flocs.manage.create.properties.description,The properties to set for the Solr instances. These are the same as those in the solrcore.properties file., 
admin-flocs-manage.get.flocs.manage.label.create.shards,Create Shard Group, 
admin-flocs-manage.get.flocs.manage.label.create.shards.description,Create shards based on the ordered list of target index servers., 
admin-flocs-manage.get.flocs.manage.create.instance,New Shard Instance, 
admin-flocs-manage.get.flocs.manage.create.instance.text,Enter properties for one or more new shard instances., 
admin-flocs-manage.get.flocs.manage.create.indexServer,Index Server, 
admin-flocs-manage.get.flocs.manage.create.indexServer.description,"Enter a single index server, for example, localhost:8080/solr4.", 
admin-flocs-manage.get.flocs.manage.create.nodes,Nodes, 
admin-flocs-manage.get.flocs.manage.create.nodes.description,The total number of nodes that have been created., 
admin-flocs-manage.get.flocs.manage.create.node,Target Index Server, 
admin-flocs-manage.get.flocs.manage.create.node.description,The serial number of the target index server for the new shard., 
admin-flocs-manage.get.flocs.manage.create.shardCsv,Shards, 
admin-flocs-manage.get.flocs.manage.create.shardCsv.description,Enter the specific shards to create. You can also enter a comma-separated list of shards., 
admin-flocs-manage.get.flocs.manage.label.create.shard,Create Shards, 
admin-flocs-manage.get.flocs.manage.create.report,Report, 
admin-flocs-manage.get.create.success,Successfully created, 
admin-flocs-manage.get.create.fail,Operation failed, 
admin-flocs-manage.get.action.remove,Remove, 
admin-flocs-manage.get.move-up,Up, 
admin-flocs-manage.get.move-down,Down, 
admin-flocs-manage.get.floc.manage.create.error.seelog,See the Alfresco Content Services log files for more details., 
admin-flocs-manage.get.floc.manage.create.error,We hit a problem creating the shard., 
admin-flocs-manage.get.flocs.manage.label.section.manage.indexes,Manage Default Indexes, 
admin-flocs-manage.get.flocs.manage.label.create.default.alfresco.index,Create Alfresco index, 
admin-flocs-manage.get.flocs.manage.label.create.default.archive.index,Create Archive, 
admin-flocs-manage.get.flocs.manage.label.create.default.indexes.intro,Create default indexes on the servers listed in Target Index Servers., 
admin-flocs-manage.get.flocs.manage.label.create.default.alfresco.index.description,Creates an unsharded Alfresco index., 
admin-flocs-manage.get.flocs.manage.label.create.default.archive.index.description,Creates an unsharded archive index., 
admin-flocs-manage.get.flocs.manage.shared.properties.update,Update, 
admin-flocs-manage.get.flocs.manage.shared.properties,Manage Shared Properties, 
admin-flocs-manage.get.flocs.manage.shared.properties.text,Update the properties that apply to all Alfresco indexes on an Index Engine., 
admin-flocs-manage.get.flocs.manage.create.shared.properties.description,Shared properties: enter properties and values as follows: param=value., 
admin-flocs-manage.get.flocs.manage.create.shared.properties.description1,e.g., 
admin-flocs-manage.get.flocs.manage.create.shared.properties.description2,solr.host=localhost, 
admin-flocs-manage.get.flocs.manage.create.shared.properties.description3,solr.port=8983, 
admin-flocs-manage.get.flocs.manage.create.shared.properties.description4,solr.baseurl=/solr, 
admin-flocs-manage.get.flocs.manage.create.shared.properties.description5,These are the same as in <>/conf/shared.properties, 
admin-flocs.get.flocs.title,Search Services Sharding, 
admin-flocs.get.flocs.intro-text,"Shard instances are registered dynamically with an Alfresco Content Services repository or cluster and are formed into queryable shard groups. They're grouped based on common configurations such as the template used to create them and the number of shards. Shard groups can change or break up dynamically for reasons including index servers being created, becoming unreachable, or new shard instances being created and deleted. Shard instances can be dynamically combined in different ways when queried. <p> Existing shard details are shown here. Click Manage to create new shards and shard groups and to manage index servers.", 
admin-flocs.get.flocs.help-link,"See <a href=""http://docs.alfresco.com/{0}/concepts/solr-shard-overview.html"" target=""_blank"">Solr sharding</a> for more details.", 
admin-flocs.get.flocs.general.properties,Dynamic Shard Instance Registration, 
admin-flocs.get.flocs.section.cluster,Clustering Check, 
admin-flocs.get.clustering.connected-host.ClusteringEnabled,Clustering, 
admin-flocs.get.clustering.connected-host.ClusteringEnabled.description,To use shard groups you need an Alfresco Content Services license that supports clustering., 
admin-flocs.get.clustering.connected-host.unlicensed,Clustering is not available with this license., 
admin-flocs.get.flocs.dynamic.shard.registration.enabled,Dynamic Shard Instance Registration, 
admin-flocs.get.flocs.dynamic.shard.registration.enabled.description,Select to use dynamic shard instance registration. If not selected then manual shard registration is used., 
admin-flocs.get.flocs.dynamic.shard.registration.purgeOnInit,Purge at Startup, 
admin-flocs.get.flocs.dynamic.shard.registration.purgeOnInit.description,Purge all persisted dynamic shard instance information at startup., 
admin-flocs.get.flocs.dynamic.shard.registration.shardInstanceTimeoutInSeconds,Instance Timeout (seconds), 
admin-flocs.get.flocs.dynamic.shard.registration.shardInstanceTimeoutInSeconds.description,The number of seconds a shard instance can go without making a tracking call for transactions to the repository before it stops being used for queries., 
admin-flocs.get.flocs.dynamic.shard.registration.maxAllowedReplicaTxCountDifference,Max Instance Transaction Lag, 
admin-flocs.get.flocs.dynamic.shard.registration.maxAllowedReplicaTxCountDifference.description,The maximum number of transactions a shard instance can lag behind the lead instance of the shard before it stops being used for queries., 
admin-flocs.get.flocs.label.purge.all,Purge, 
admin-flocs.get.flocs.label.purge.all.description,Remove all registered shard instance information., 
admin-flocs.get.flocs.label.purge.aged,Clean, 
admin-flocs.get.flocs.label.purge.aged.description,Remove inactive registered shard instance information., 
admin-flocs.get.flocs.label.refresh,Refresh, 
admin-flocs.get.flocs.label.refresh.description,Refresh this page., 
admin-flocs.get.flocs.label.manage.shards,Manage, 
admin-flocs.get.flocs.label.manage.shards.description,Create and manage shard instances., 
admin-flocs.get.flocs.flocs,Shard Groups, 
admin-flocs.get.flocs.template,Template, 
admin-flocs.get.flocs.template.description,The template used for the Solr core., 
admin-flocs.get.flocs.lowReplicaShards,Low Instance Shards, 
admin-flocs.get.flocs.lowReplicaShards.description,A list of shards that have less than the maximum instances., 
admin-flocs.get.flocs.missingShards,Missing Shards, 
admin-flocs.get.flocs.missingShards.description,A comma separated list of shards with no instances., 
admin-flocs.get.flocs.maxRepoTxId,Max Repository Transaction ID, 
admin-flocs.get.flocs.maxRepoTxId.description,The maximum number of transactions IDs in the repository., 
admin-flocs.get.flocs.maxReplicas,Max Live Instances, 
admin-flocs.get.flocs.maxReplicas.description,The maximum number of instances available for any shard that can be used to answer a query., 
admin-flocs.get.flocs.maxTransactionsRemaining,Remaining Transactions, 
admin-flocs.get.flocs.maxTransactionsRemaining.description,The maximum number of transactions remaining for all the lead instances of all the active shards., 
admin-flocs.get.flocs.numberOfShards,Number of Shards, 
admin-flocs.get.flocs.numberOfShards.description,The number of shards., 
admin-flocs.get.flocs.minReplicas,Min Active Instances, 
admin-flocs.get.flocs.minReplicas.description,The minimum number of instances available for any shard that can be used to answer a query., 
admin-flocs.get.flocs.maxRepoChangeSetId,Max Changeset ID, 
admin-flocs.get.flocs.maxRepoChangeSetId.description,Maximum changeset ID in the repository., 
admin-flocs.get.flocs.activeTrackingMode,Mode, 
admin-flocs.get.flocs.activeTrackingMode.description,"Specifies whether the instances are SLAVE, MASTER or MIXED.", 
admin-flocs.get.flocs.stores,Stores, 
admin-flocs.get.flocs.stores.description,The stores that are queryable for all instances., 
admin-flocs.get.flocs.hasContent,Has Content, 
admin-flocs.get.flocs.hasContent.description,This is enabled if content is included for all instances., 
admin-flocs.get.flocs.shardMethod,Shard Method, 
admin-flocs.get.flocs.shardMethod.description,The method used to define shards., 
admin-flocs.get.flocs.label.replica,Instance, 
admin-flocs.get.flocs.label.property,Property, 
admin-flocs.get.flocs.label.shard,Shard, 
admin-flocs.get.flocs.label.shardInstance,Instance Number, 
admin-flocs.get.flocs.label.baseUrl,Base URL, 
admin-flocs.get.flocs.label.host,Host, 
admin-flocs.get.flocs.label.shardMethod,Shard Method, 
admin-flocs.get.flocs.label.shardParams,Parameters, 
admin-flocs.get.flocs.label.lastIndexedChangeSetCommitTimestamp,Last Indexed Changeset Date, 
admin-flocs.get.flocs.label.lastIndexedChangeSetId,Last indexed Changeset ID, 
admin-flocs.get.flocs.label.lastIndexedTxCommitTimestamp,Last Indexed Transaction Date, 
admin-flocs.get.flocs.label.lastIndexedTxId,Last Indexed Transaction ID, 
admin-flocs.get.flocs.label.lastUpdatedTimestamp,Last Update Date, 
admin-flocs.get.flocs.label.port,Port, 
admin-flocs.get.flocs.label.state,State, 
admin-flocs.get.flocs.label.trackingMode,Mode, 
admin-flocs.get.flocs.label.transactionsRemaining,Transactions Remaining, 
admin-flocs.get.flocs.label.summary,Summary, 
admin-flocs.get.flocs.label.report,Report, 
admin-flocs.get.flocs.label.solr,SOLR, 
admin-flocs.get.flocs.label.fix,Fix, 
admin-flocs.get.flocs.label.retry,Retry, 
admin-flocs.get.flocs.label.unload,Unload, 
admin-flocs.get.flocs.label.delete,Delete, 
admin-flocs.get.floc.report,Shard Group Report, 
admin-flocs.get.floc.report.label,Summary, 
admin-flocs.get.floc.report.description,This is a text summary of this page. You can copy the content using standard keyboard shortcuts., 
admin-flocs.get.flocs.shard.group,Shard Group, 
admin-flocs.get.floc.manage.error.seelog,See the Alfresco Content Services log files for more details., 
admin-flocs.get.floc.manage.error.badrequest,The host IP or port is missing., 
admin-flocs.get.floc.manage.error,We hit a problem completing your request., 
admin-processengines.get.processengines.title,Process Engines, 
admin-processengines.get.processengines.intro-text,Workflows run on an embedded workflow engine., 
admin-processengines.get.processengines.activiti-workflow-engine,Activiti Workflow Engine, 
admin-processengines.get.processengines.activiti-workflow-engine.ActivitiEngineEnabled,Activiti Workflow Enabled, 
admin-processengines.get.processengines.activiti-workflow-engine.ActivitiEngineEnabled.description,Enabled by default. It is recommended that you do not change this setting., 
admin-processengines.get.processengines.activiti-workflow-engine.NumberOfActivitiWorkflowInstances,Currently Running Process Instances, 
admin-processengines.get.processengines.activiti-workflow-engine.NumberOfActivitiWorkflowDefinitionsDeployed,Process Definitions Deployed, 
admin-processengines.get.processengines.activiti-workflow-engine.ActivitiWorkflowDefinitionsVisible,Process Definitions Visible, 
admin-processengines.get.processengines.activiti-workflow-engine.ActivitiWorkflowDefinitionsVisible.description,Select whether the Activiti process definitions are available to users., 
admin-processengines.get.processengines.activiti-workflow-engine.NumberOfActivitiTaskInstances,Currently Running Task Instances, 
admin-processengines.get.processengines.activiti-tools,Activiti Tools, 
admin-processengines.get.processengines.activiti-console,Activiti Workflow Console, 
admin-replicationservice.get.replicationservice.title,Replication Service, 
admin-replicationservice.get.replicationservice.intro-text,"You can automatically replicate folders and content between repositories by using replication jobs. These jobs are controlled by the replication service, which finds content that needs to be replicated and then calls the transfer service to carry out the replication.", 
admin-replicationservice.get.replicationservice.help-link,"See <a href=""http://docs.alfresco.com/{0}/concepts/adminconsole-replication-config.html"" target=""_blank"">Setting up replication jobs</a> for more information.", 
admin-replicationservice.get.replicationservice.replication-service,Replication Service, 
admin-replicationservice.get.replicationservice.replication-service.description,Use these settings to enable/disable the replication capabilities and control read/write permissions., 
admin-replicationservice.get.replicationservice.replication-service.replication.enabled,Replication Enabled, 
admin-replicationservice.get.replicationservice.replication-service.replication.enabled.description,Enable/disable the ability to replicate content from this repository., 
admin-replicationservice.get.replicationservice.replication-service.replication.transfer.readonly,Read Only Replication, 
admin-replicationservice.get.replicationservice.replication-service.replication.transfer.readonly.description,"By default, any replicated content is read-only in the target repository. This ensures the integrity of the content is not compromised by uncontrolled updates. Only disable this option for specific use cases.", 
admin-searchservice.get.searchservice.title,Search Service, 
admin-searchservice.get.searchservice.intro-text,"You can select which search service to use, and manage and monitor your service. Alfresco Content Services supports the use of the Solr Enterprise search platform for searching within the repository.", 
admin-searchservice.get.searchservice.help-link,"See <a href=""http://docs.alfresco.com/{0}/concepts/solr-overview.html"" target=""_blank"">Solr Overview</a> for more details.", 
admin-searchservice.get.searchservice.searchservice,Search Service, 
admin-searchservice.get.searchservice.searchservice.search-service-in-use,Search Service In Use, 
admin-searchservice.get.searchservice.searchservice.search-service-in-use.solr6,Solr 6, 
admin-searchservice.get.searchservice.searchservice.search-service-in-use.noindex,No Index, 
admin-searchservice.get.searchservice.searchservice.search-service-in-use.description,Select which search service to use., 
admin-searchservice.get.searchservice.error-message,Properties may not be displayed correctly as the search system is currently restarting. Please refresh the page to display these properties., 
admin-searchservice.get.searchservice.solr-properties,Solr Properties, 
admin-searchservice.get.searchservice.solr-properties.search.solrTrackingSupport.enabled,Tracking Enabled, 
admin-searchservice.get.searchservice.solr-properties.search.solrTrackingSupport.enabled.description,Select to enable Solr to connect to the server and track and index updates., 
admin-searchservice.get.searchservice.solr-properties.solr.port,Solr Port (Non-SSL), 
admin-searchservice.get.searchservice.solr-properties.solr.port.description,The application server http port (non-secure) that Solr is running on. This is only used if Solr is configured to run without secure communications., 
admin-searchservice.get.searchservice.solr-properties.solr.host,Solr Hostname, 
admin-searchservice.get.searchservice.solr-properties.solr.host.description,Hostname the Solr server is running on. Use localhost if running on the same machine., 
admin-searchservice.get.searchservice.solr-properties.solr.port.ssl,Solr SSL Port, 
admin-searchservice.get.searchservice.solr-properties.solr.port.ssl.description,The application server https port that Solr is running on., 
admin-searchservice.get.searchservice.solr-properties.solr.baseUrl,Solr base URL, 
admin-searchservice.get.searchservice.solr-properties.solr.baseUrl.description,The base URL for the Solr web application - normally /solr., 
admin-searchservice.get.searchservice.solr-properties.solr.suggester.enabled,Auto Suggest Enabled, 
admin-searchservice.get.searchservice.solr-properties.solr.suggester.enabled.description,Select to enable Solr Auto Suggest., 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status,Main (Workspace) Store Tracking Status, 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.description,This section provides information on the status of the Solr index tracker for the Main (Workspace) Store., 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.active,Indexing in Progress, 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.active.description,Indicates whether Solr is currently indexing outstanding transactions., 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.last.indexed.txn,Last Indexed Transaction, 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.last.indexed.txn.description,The transaction ID most recently indexed by Solr., 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.approx.indexing.time.remaining,Approx Index Time Remaining, 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.approx.indexing.time.remaining.description,Estimated time that Solr will take to complete indexing the current outstanding transactions., 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.disk,Disk Usage (GB), 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.disk.description,Disk space used by the latest version of the SOLR index. Allow at least double this value for background indexing management., 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.lag,Index Lag, 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.lag.description,Time that indexing is currently behind the repository updates., 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.approx.txns.remaining,Approx Transactions to Index, 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.approx.txns.remaining.description,Estimated number of outstanding transactions that require indexing., 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.memory,Memory Usage (GB), 
admin-searchservice.get.searchservice.solr-properties.main-store-tracking-status.tracker.alfresco.memory.description,Current memory usage. Note: This value may vary due to transient memory used by background processing. The value does not include Lucene related caches., 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status,Archive Store Tracking Status, 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.description,This section provides information on the status of the Solr index tracker for the Archive store., 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.active,Indexing in Progress, 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.active.description,Indicates whether Solr is currently indexing outstanding transactions., 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.last.indexed.txn,Last Indexed Transaction, 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.last.indexed.txn.description,The transaction ID most recently indexed by Solr., 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.approx.indexing.time.remaining,Approx Index Time Remaining, 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.approx.indexing.time.remaining.description,Estimated time that Solr will take to complete indexing the current outstanding transactions., 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.disk,Disk Usage (GB), 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.disk.description,Disk space used by the latest version of the SOLR index. Allow at least double this value for background indexing management., 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.lag,Index Lag, 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.lag.description,Time that indexing is currently behind the repository updates., 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.approx.txns.remaining,Approx Transactions to Index, 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.approx.txns.remaining.description,Estimated number of outstanding transactions that require indexing., 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.memory,Memory Usage (GB), 
admin-searchservice.get.searchservice.solr-properties.archive-store-tracking-status.tracker.archive.memory.description,Current memory usage. Note: This value may vary due to transient memory used by background processing. The value does not include Lucene related caches., 
admin-searchservice.get.searchservice.solr-properties.backup-settings,Backup Settings, 
admin-searchservice.get.searchservice.solr-properties.backup-settings.main-store,Main Store, 
admin-searchservice.get.searchservice.solr-properties.backup-settings.main-store.solr.backup.alfresco.remoteBackupLocation,Backup Location, 
admin-searchservice.get.searchservice.solr-properties.backup-settings.main-store.solr.backup.alfresco.remoteBackupLocation.description,The location where the index backup is stored on the Solr server., 
admin-searchservice.get.searchservice.solr-properties.backup-settings.main-store.solr.backup.alfresco.cronExpression,Backup Cron Expression, 
admin-searchservice.get.searchservice.solr-properties.backup-settings.main-store.solr.backup.alfresco.cronExpression.description,"A unix-like expression, using the same syntax as the cron command, that defines when backups occur. The default value is 0 0 2 * * ? meaning the backup is performed daily at 02.00.", 
admin-searchservice.get.searchservice.solr-properties.backup-settings.main-store.solr.backup.alfresco.numberToKeep,Backups To Keep, 
admin-searchservice.get.searchservice.solr-properties.backup-settings.main-store.solr.backup.alfresco.numberToKeep.description,The number of backups to keep (including the latest backup)., 
admin-searchservice.get.searchservice.solr-properties.backup-settings.archive-store-properties,Archive Store Properties, 
admin-searchservice.get.searchservice.solr-properties.backup-settings.archive-store-properties.solr.backup.archive.remoteBackupLocation,Backup Location, 
admin-searchservice.get.searchservice.solr-properties.backup-settings.archive-store-properties.solr.backup.archive.remoteBackupLocation.description,The location where the index backup is stored on the Solr server., 
admin-searchservice.get.searchservice.solr-properties.backup-settings.archive-store-properties.solr.backup.archive.cronExpression,Backup Cron Expression, 
admin-searchservice.get.searchservice.solr-properties.backup-settings.archive-store-properties.solr.backup.archive.cronExpression.description,"A unix-like expression, using the same syntax as the cron command, that defines when backups occur. The default value is 0 0 4 * * ? meaning the backup is performed daily at 04.00.", 
admin-searchservice.get.searchservice.solr-properties.backup-settings.archive-store-properties.solr.backup.archive.numberToKeep,Backups To Keep, 
admin-searchservice.get.searchservice.solr-properties.backup-settings.archive-store-properties.solr.backup.archive.numberToKeep.description,The number of backups to keep (including the latest backup)., 
admin-searchservice.get.searchservice.solr4-properties,Solr 4 Properties, 
admin-searchservice.get.searchservice.solr6-properties,Solr 6 Properties, 
admin-searchservice.get.searchservice.noindex-properties,No Index Properties, 
admin-searchservice.get.searchservice.noindex-properties.search.solrTrackingSupport.enabled,Content Tracking Enabled, 
admin-searchservice.get.searchservice.noindex-properties.search.solrTrackingSupport.enabled.description,Solr can still track with NoIndex search enabled. This setting may be used to disable Solr tracking by separate Solr instance(s) configured to track this server., 
admin-searchservice.get.searchservice.transactional-query,Transactional Query Options, 
admin-searchservice.get.searchservice.transactional-query.description,The database can be used to support a subset of CMIS Query Language and Alfresco Full Text Search. For each of these services you can select a default mode which defines if and when the database should be used., 
admin-searchservice.get.searchservice.transactional-query.cmis,CMIS Query, 
admin-searchservice.get.searchservice.transactional-query.fts,Alfresco Full Text Search, 
admin-searchservice.get.searchservice.transactional-query.eventual,Never use Database, 
admin-searchservice.get.searchservice.transactional-query.eventual.description,"Never use Database: The database is not used for the query, the configured search service will always be used.", 
admin-searchservice.get.searchservice.transactional-query.transactional,Always use Database, 
admin-searchservice.get.searchservice.transactional-query.transactional.description,"Always use Database: Queries will always be executed using the database. If the query contains predicates or operators not supported by database query, the query will fail.", 
admin-searchservice.get.searchservice.transactional-query.transactional-if-possible,Use Database if possible, 
admin-searchservice.get.searchservice.transactional-query.transactional-if-possible.description,"Use Database if possible: The database will be used if the query contains supported predicates and operators, otherwise it will fall back to the configured search service.", 
admin-searchservice.get.searchservice.transactional-query.hybrid,Hybrid (SOLR and Database), 
admin-searchservice.get.searchservice.transactional-query.hybrid.description,Hybrid (SOLR and Database): The configured search service will be used first. If this is SOLR then the database will be used to retrieve results not yet indexed by the SOLR service., 
admin-searchservice.get.searchservice.transactional-query.info-text,"See <a href=""http://docs.alfresco.com/{0}/concepts/intrans-metadata-feature.html"" target=""_blank"">Transactional Metadata Query</a> for more details.<br /><br />For upgrades, a patch must be applied before these options are available, see <a href=""http://docs.alfresco.com/{1}/concepts/intrans-metadata-conf-patch.html"" target=""_blank"">Configuring an optional patch for upgrade</a>.", 
admin-subscriptions.get.subscriptions.title,Subscription Service, 
admin-subscriptions.get.subscriptions.intro-text,"You can keep track of other users activities by choosing to follow them. When users are being followed, the person(s) following them will receive activity notifications. The Subscription Service is the underlying service used to manage and generate activity notifications. You can use this page to enable/disable the Subscription Service and the follow feature on a system wide basis..", 
admin-subscriptions.get.subscriptions.subscription-service,Subscription Service, 
admin-subscriptions.get.subscriptions.subscription-service.subscriptions-enabled,Subscriptions Enabled, 
admin-subscriptions.get.subscriptions.subscription-service.subscriptions-enabled.description,"This option is selected by default. It allows users to follow other users and then filter activities according to who they are following. If you disable subscriptions, users will not be able to follow other users or see their activities.", 
admin-transformations.get.transformations.title,Transformation Services, 
admin-transformations.get.transformations.intro-text,"Transformation services let you convert content between different file formats. The JODConverter installation (part of OpenOffice.org) is used by Alfresco Content Services for document transformations, such as a text file to PDF. The ImageMagick installation is used for image transformations and it is recommended that you do not change their settings.", 
admin-transformations.get.transformations.office-transform,Office Transform - JODConverter, 
admin-transformations.get.transformations.office-transform.jodconverter-enabled,JODConverter Enabled, 
admin-transformations.get.transformations.office-transform.jodconverter-enabled.description,Select to enable JODConverter based transformations., 
admin-transformations.get.transformations.office-transform.max-tasks-per-process,Max Tasks per Process, 
admin-transformations.get.transformations.office-transform.max-tasks-per-process.description,The maximum number of tasks that can be performed concurrently., 
admin-transformations.get.transformations.office-transform.task-execution-timeout,Task Execution Timeout, 
admin-transformations.get.transformations.office-transform.task-execution-timeout.description,The maximum number of milliseconds that an operation is allowed to run before it is aborted. The default is 120000 milliseconds (2 minutes)., 
admin-transformations.get.transformations.office-transform.openoffice-home,Office Suite Location, 
admin-transformations.get.transformations.office-transform.openoffice-home.description,The location of the office suite installation used for JODConverter transformations. This can be OpenOffice.org or LibreOffice., 
admin-transformations.get.transformations.office-transform.port-numbers,Port Numbers, 
admin-transformations.get.transformations.office-transform.port-numbers.description,"The port number that JODConverter uses. To enable multiple process instances enter a comma-separated list of port numbers, all of which must be available.", 
admin-transformations.get.transformations.office-transform.task-queue-timeout,Task Queue Timeout, 
admin-transformations.get.transformations.office-transform.task-queue-timeout.description,The maximum number of milliseconds a task waits in the transformation queue before the process restarts. The default is 30000 milliseconds (30 seconds)., 
admin-transformations.get.transformations.image-transform,Image Transform - ImageMagick, 
admin-transformations.get.transformations.image-transform.imagemagick-available,ImageMagick Available, 
admin-transformations.get.transformations.image-transform.imagemagick-executable-path,ImageMagick Executable Path, 
admin-transformations.get.transformations.image-transform.imagemagick-root-directory-path,ImageMagick Root Directory Path, 
admin-transformations.get.transformations.image-transform.imagemagick-library-path,ImageMagick Library Path, 
admin-transformations.get.transformations.image-transform.imagemagick-coders-path,ImageMagick Coders Path, 
admin-transformations.get.transformations.image-transform.imagemagick-config-path,ImageMagick Config Path, 
admin-transformations.get.transformations.image-transform.version-details,Version Details, 
admin-transformations.get.transformations.pdf-transform,PDF Transform - Alfresco PDF Renderer, 
admin-transformations.get.transformations.pdf-transform.available,Alfresco PDF Renderer Available, 
admin-transformations.get.transformations.pdf-transform.version-details,Version Details, 
admin-transformations.get.transformations.pdf-transform.alfresco-pdf-renderer-executable-path,alfresco-pdf-renderer Executable Path, 
admin-transformations.get.transformations.pdf-transform.alfresco-pdf-renderer-root-directory-path,alfresco-pdf-renderer Root Directory Path, 
admin-activesessions.get.activesessions.title,Active Sessions, 
admin-activesessions.get.activesessions.intro-text,View current active sessions on the system., 
admin-activesessions.get.activesessions.database.database-connection,Database Connection, 
admin-activesessions.get.activesessions.database.driver,Driver, 
admin-activesessions.get.activesessions.database.url,URL, 
admin-activesessions.get.activesessions.database.max,Max Limit, 
admin-activesessions.get.activesessions.database.active,NumActive, 
admin-activesessions.get.activesessions.database.idle,NumIdle, 
admin-activesessions.get.activesessions.users.info,You can use this screen to end a user's Alfresco session. Clients such as Alfresco Share will automatically log the user back into the repository if the client has cached valid authentication details., 
admin-activesessions.get.activesessions.users.active-session-users,Active Sessions / Users, 
admin-activesessions.get.activesessions.users.user-count,User Count Non Expired, 
admin-activesessions.get.activesessions.users.active-sessions,Active Session Tickets, 
admin-activesessions.get.activesessions.users.active-users,Logged in Users, 
admin-activesessions.get.activesessions.users.select,Select, 
admin-activesessions.get.activesessions.users.user,User, 
admin-activesessions.get.activesessions.users.first-name,First Name, 
admin-activesessions.get.activesessions.users.last-name,Last Name, 
admin-activesessions.get.activesessions.users.email,Email, 
admin-activesessions.get.activesessions.users.logoff,Log Out User, 
admin-alfresco-hotthreads-getone.get.admin-console.tool.admin-alfresco-hotthreads.label,Hot Threads, 
